,index,instruction
2416,3117,"###User:
Prerequisites: CHEE 684 or CHEE 518 or CHEE 589 or CHEE 679, INFS 431 or consent of instructor.

###Answer:
['&', ['|', 'CHEE 684', 'CHEE 518', 'CHEE 589', 'CHEE 679'], 'INFS 431']"
2417,4337,"###User:
Prerequisite(s): MUPP 600D1.

###Answer:
'MUPP 600D1'"
2418,2278,"###User:
Prerequisite: RUSS 520D1

###Answer:
'RUSS 520D1'"
2419,1130,"###User:
Corequisite: POLI 283

###Answer:
'POLI 283'"
2420,21,"###User:
Prerequisite: CLAS 642.

###Answer:
'CLAS 642'"
2421,367,"###User:
Prerequisite: BREE 196 or BREE 169 or ANTHP Physics, and one of the following: OBGY 399, CFRN 469, or MUPP 661, or permission of the instructor.

###Answer:
['&', ['|', 'BREE 196', 'BREE 169'], ['|', 'OBGY 399', 'CFRN 469', 'MUPP 661']]"
2422,604,"###User:
Prerequisite: MECH 250 or permission of instructor

###Answer:
'MECH 250'"
2423,66,"###User:
Prerequisites: CMIS 633, CMIS 246, CMIS 585 and an accounting course, or approval of instructor

###Answer:
['&', 'CMIS 633', 'CMIS 246', 'CMIS 585']"
2424,974,"###User:
Corequisite: Students in FIGN 181 are required to take the laboratory, FIGN 514, either simultaneously with FIGN 181 or in the term following FIGN 181.

###Answer:
'FIGN 514'"
2425,2831,"###User:
Prerequisite: MIME 125.

###Answer:
'MIME 125'"
2426,2727,"###User:
Prerequisite: OTOL 148D1

###Answer:
'OTOL 148D1'"
2427,2588,"###User:
Prerequisite: Successful completion of any Survey of Literature (ENTO 685, ENTO 746, ENTO 422, ENTO 432) or permission of the instructor.

###Answer:
['|', 'ENTO 685', 'ENTO 746', 'ENTO 422', 'ENTO 432']"
2428,3139,"###User:
Prerequisite(s): BINF 256 or BINF 457, and BINF 233 or BINF 583, and BINF 756 or equivalent.

###Answer:
['&', ['|', 'BINF 256', 'BINF 457'], ['|', 'BINF 233', 'BINF 583'], 'BINF 756']"
2429,2856,"###User:
Prerequisite: CBUS 702 and permission of Graduate Program Director.

###Answer:
'CBUS 702'"
2430,41,"###User:
Prerequisites: URBP 720 and EDPI 759 or equivalent EXSUP objectives 00UP and 00UQ or permission of instructor

###Answer:
['&', 'URBP 720', 'EDPI 759']"
2431,3547,"###User:
Prerequisites: EDLE 724

###Answer:
'EDLE 724'"
2432,1429,"###User:
Prerequisite: FINE 713D1

###Answer:
'FINE 713D1'"
2433,1530,"###User:
Prerequisite: UQAC 373D1

###Answer:
'UQAC 373D1'"
2434,2006,"###User:
Prerequisite: HPSC 685 or equivalent

###Answer:
'HPSC 685'"
2435,3862,"###User:
Prerequisite: SURG 467

###Answer:
'SURG 467'"
2436,1000,"###User:
Corequisite(s): FIGN 272

###Answer:
'FIGN 272'"
2437,195,"###User:
Prerequisites: SWRK 326, SWRK 456, SWRK 648

###Answer:
['&', 'SWRK 326', 'SWRK 456', 'SWRK 648']"
2438,923,"###User:
Prerequisite: AGEC 242.

###Answer:
'AGEC 242'"
2439,4158,"###User:
Prerequisite: INDR 542.

###Answer:
'INDR 542'"
2440,4176,"###User:
Prerequisite: COGS 619D1.

###Answer:
'COGS 619D1'"
2441,434,"###User:
Prerequisite(s): FMTP 362 (or ENVR 251 plus ENVR 208), and at least one 624- or 280-level course in ecology, evolution, or conservation biology.

###Answer:
['|', 'FMTP 362', ['&', 'ENVR 251', 'ENVR 208']]"
2442,1137,"###User:
Prerequisite: EDIN 727D1

###Answer:
'EDIN 727D1'"
2443,2591,"###User:
Prerequisite: Successful completion of any Survey of Literature (MUGS 238, MUGS 149, MUGS 592, MUGS 236) or permission of the instructor. Note: Course taught in Spanish.

###Answer:
['|', 'MUGS 238', 'MUGS 149', 'MUGS 592', 'MUGS 236']"
2444,4050,"###User:
Prerequisite: HSEL 633

###Answer:
'HSEL 633'"
2445,1017,"###User:
Prerequisite: BREE 319 (or equivalent) and CGM2 472 or BREE 108

###Answer:
['&', 'BREE 319',['|', 'CGM2 472', 'BREE 108']]"
2446,3177,"###User:
Prerequisites: HPSC 783 or CORG 655 or (CORG 278, HPSC 608, HPSC 756 and HPSC 759) or PUB2 278.

###Answer:
['|', 'HPSC 783', 'CORG 655', ['&', 'CORG 278', 'HPSC 608', 'HPSC 756', 'HPSC 759'], 'PUB2 278']"
2447,1996,"###User:
Prerequisite: INDS 439D1

###Answer:
'INDS 439D1'"
2448,1896,"###User:
Prerequisite: OTOL 487

###Answer:
'OTOL 487'"
2449,2814,"###User:
Prerequisite: ACCT 673D1

###Answer:
'ACCT 673D1'"
2450,742,"###User:
Prerequisite(s): IGFS 636, IGFS 663, EPT - Placement test (Intermediate Mid), or permission of the department.

###Answer:
['&', 'IGFS 636', 'IGFS 663']"
2451,3149,"###User:
Prerequisites: COMS 278 or COMS 315 or COMS 682 or COMS 187. COMS 551 or COMS 680 or COMS 204. COMS 781 or COMS 555. PHGY 476 or PHGY 612 or PHGY 723 or equivalent.

###Answer:
['&', ['|', 'COMS 278', 'COMS 315', 'COMS 682', 'COMS 187'], ['|', 'COMS 551', 'COMS 680', 'COMS 204'], ['|', 'COMS 781', 'COMS 555'], ['|', 'PHGY 476', 'PHGY 612', 'PHGY 723']]"
2452,798,"###User:
Corequisite(s) : NUR2 566

###Answer:
'NUR2 566'"
2453,2963,"###User:
Prerequisite: DENT 230D1

###Answer:
'DENT 230D1'"
2454,3393,"###User:
Prerequisite: EDEC 675 or equivalent 

###Answer:
'EDEC 675'"
2455,2964,"###User:
Prerequisite: MIME 372D1

###Answer:
'MIME 372D1'"
2456,336,"###User:
Prerequisite(s): NUR1 406 and permission of the course coordinator and the research director.

###Answer:
'NUR1 406'"
2457,4459,"###User:
Prerequisite: MIME 240D1

###Answer:
'MIME 240D1'"
2458,2775,"###User:
Prerequisite: MUSP 673 

###Answer:
'MUSP 673'"
2459,2585,"###User:
Prerequisite: Successful completion of any Survey of Literature (MUPP 617, MUPP 206, MUPP 115, MUPP 582) or permission of the instructor.

###Answer:
['|', 'MUPP 617', 'MUPP 206', 'MUPP 115', 'MUPP 582']"
2460,83,"###User:
Prerequisites for Honours Anatomy &amp; Cell Biology students: MSUS 464 and MSUS 209.

###Answer:
['&', 'MSUS 464', 'MSUS 209']"
2461,197,"###User:
Prerequisite(s): PUB2 332, PUB2 159

###Answer:
['&', 'PUB2 332', 'PUB2 159']"
2462,444,"###User:
Prerequisites: ANAE 375 or ANAE 428, and ANAE265; or permission of the instructor

###Answer:
['&', ['|', 'ANAE 375', 'ANAE 428'], 'ANAE 265']"
2463,1692,"###User:
Prerequisite: CSCI 206 OR EDPI 206 and at least 42 Departmental credits

###Answer:
['|', 'CSCI 206', 'EDPI 206']"
2464,2190,"###User:
Prerequisites: EDFC 233. Acceptance to Honours Program in Environment.

###Answer:
'EDFC 233'"
2465,2695,"###User:
Prerequisites: INFS 667 or a course in British History or permission of instructor.

###Answer:
'INFS 667'"
2466,3476,"###User:
Prerequisite: ISLA 377

###Answer:
'ISLA 377'"
2467,1096,"###User:
Prerequisite: CCFC 260

###Answer:
'CCFC 260'"
2468,60,"###User:
Prerequisite: CHSS 572 or equivalent

###Answer:
'CHSS 572'"
2469,1823,"###User:
Prerequisite: MUPG 233.

###Answer:
'MUPG 233'"
2470,3192,"###User:
Prerequisite: ESYS 507 or equivalent or permission of instructor.

###Answer:
'ESYS 507'"
2471,1049,"###User:
Prerequisite: PHWR 144

###Answer:
'PHWR 144'"
2472,776,"###User:
Corequisite: INTG 604

###Answer:
'INTG 604'"
2473,1311,"###User:
Prerequisite: CMR2 436

###Answer:
'CMR2 436'"
2474,2832,"###User:
Prerequisite: MICR 182.

###Answer:
'MICR 182'"
2475,1319,"###User:
Prerequisite: PRV5 187N1

###Answer:
'PRV5 187N1'"
2476,2846,"###User:
Corequisite: BUSA 199.

###Answer:
'BUSA 199'"
2477,459,"###User:
Prerequisites: CEN2 792 or PHYS 728; and PHYS 456, or equivalents.

###Answer:
['&', ['|', 'CPAG 792', 'PHYS 728'], 'PHYS 456']"
2478,1561,"###User:
Prerequisite: a grade of 65% or better in MUCO 570 or MUCO 190 or an equivalent qualification in statistics. Familiarity with matrix algebra is highly recommended.

###Answer:
['|', 'MUCO 570', 'MUCO 190']"
2479,127,"###User:
Prerequisite: CHSS 220, or CHSS 139, or CHSS 106, or CHSS 792, or CHSS 610, or CHSS 242, or CHSS 696 or permission of instructor 

###Answer:
['|', 'CHSS 220', 'CHSS 139', 'CHSS 106', 'CHSS 792', 'CHSS 610', 'CHSS 242', 'CHSS 696']"
2480,3243,"###User:
Prerequisites: (CPL2 302 or WOOD 302) and WOOD 127.

###Answer:
['&', ['|', 'CPL2 302', 'WOOD 302'], 'WOOD 127']"
2481,4370,"###User:
Prerequisites: CEEN 395 or equivalent; requires departmental approval.

###Answer:
'CEEN 395'"
2482,1770,"###User:
Prerequisite: CENT 663N1.

###Answer:
'CENT 663N1'"
2483,546,"###User:
Prerequisite: MBA Core (QCST 543, QCST 281, QCST 566, QCST 424, and QCST 582) or (QCST 246, QCST 323, QCST 296, QCST 136, QCST 291, QCST 141, QCST 514, QCST 796, QCST 711, QCST 559, QCST 257, and QCST 205).

###Answer:
['|', ['&', 'QCST 543', 'QCST 281', 'QCST 566', 'QCST 424', 'QCST 582'], ['&', 'QCST 246', 'QCST 323', 'QCST 296', 'QCST 136', 'QCST 291', 'QCST 141', 'QCST 514', 'QCST 796', 'QCST 711', 'QCST 559', 'QCST 257', 'QCST 205']]"
2484,2038,"###User:
Prerequisites: GSFS 327 and two of GSFS 237, GSFS 382 or GSFS 363 

###Answer:
['&', 'GSFS 327', ['|', ['&', 'GSFS 237', 'GSFS 382'],['&', 'GSFS 237', 'GSFS 363'],['&', 'GSFS 382', 'GSFS 363']]]"
2485,2692,"###User:
Prerequisite: ANTH 579 or a course in East-European history or consent of instructor 

###Answer:
'ANTH 579'"
2486,3405,"###User:
Prerequisite: CENG 479D1

###Answer:
'CENG 479D1'"
2487,2011,"###User:
Prerequisite: NUR1 492 or permission of the instructor (Minimum Grade/Test score(s) needed is B-).

###Answer:
'NUR1 492'"
2488,130,"###User:
Prerequisite: PHWR 275, or PHWR 134, or PHWR 460, or PHWR 146, or permission of instructor

###Answer:
['|', 'PHWR 275', 'PHWR 134', 'PHWR 460', 'PHWR 146']"
2489,1446,"###User:
Prerequisite: EDIN 754J1

###Answer:
'EDIN 754J1'"
2490,597,"###User:
Prerequisite: MUCO 533

###Answer:
'MUCO 533'"
2491,2158,"###User:
Prerequisite: CBUS 704D1

###Answer:
'CBUS 704D1'"
2492,86,"###User:
Prerequisite(s): MUMT 501 or WCOM 503 or special permission of instructor

###Answer:
['|', 'MUMT 501', 'WCOM 503']"
2493,2143,"###User:
Prerequisite: PRV4 264D1

###Answer:
'PRV4 264D1'"
2494,963,"###User:
Prerequisites: BIOL 770 or BIOL 120/BIOL 124.

###Answer:
['|', 'BIOL 770', 'BIOL 120', 'BIOL 124']"
2495,2917,"###User:
Prerequisite: ESYS 617 or permission of instructor.

###Answer:
'ESYS 617'"
2496,2411,"###User:
Prerequisite: ENVB 632; permission of instructor if graduate student is outside the Department.

###Answer:
'ENVB 632'"
2497,165,"###User:
Prerequisites: FAES 141, or FAES 436, or FAES 409, and FAES 517 or FAES 322.

###Answer:
['&', ['|', 'FAES 141', 'FAES 436', 'FAES 409'], ['|', 'FAES 517', 'FAES 322']]"
2498,415,"###User:
Prerequisite: CANS 562D1.

###Answer:
'CANS 562D1'"
2499,1008,"###User:
Prerequisite(s): FIGG 778 and (FIGG 313 or higher, or FIGG 547), or permission of instructor.

###Answer:
['&', 'FIGG 778', ['|', 'FIGG 313', 'FIGG 547']]"
2500,553,"###User:
Prerequisite: MATH 182D1

###Answer:
'MATH 182D1'"
2501,1796,"###User:
Prerequisite: RELG 756D1

###Answer:
'RELG 756D1'"
2502,2235,"###User:
Prerequisites: MGSC 746, enrolment in U2 or U3 EPS program and permission of the instructor.

###Answer:
'MGSC 746'"
2503,418,"###User:
Prerequisites: EDPT 217 or EDPT 476 or other suitable 337-level biology course.

###Answer:
['|', 'EDPT 217', 'EDPT 476']"
2504,408,"###User:
Prerequisites: NUR1 387; and NUR1 304 or both LAWG 673 and LAWG 731.

###Answer:
['&', 'NUR1 387', ['|', 'NUR1 304', ['&', 'LAWG 673', 'LAWG 731']]]"
2505,354,"###User:
Prerequisite: MUAR 248 or equivalent 

###Answer:
'MUAR 248'"
2506,2395,"###User:
Prerequisite: PHAR 732.

###Answer:
'PHAR 732'"
2507,1540,"###User:
Corequisite: BMDE 474 

###Answer:
'BMDE 474'"
2508,755,"###User:
Corequisites: MECH 351 and/or MECH 638

###Answer:
['|', 'MECH 351', 'MECH 638']"
2509,616,"###User:
Prerequisite: MUIT 783, or permission of instructor 

###Answer:
'MUIT 783'"
2510,3011,"###User:
Prerequisite: INSY 332 or permission of instructor

###Answer:
'INSY 332'"
2511,204,"###User:
Prerequisite: EAST 798 or permission of instructor

###Answer:
'EAST 798'"
2512,1567,"###User:
Corequisite: WCOM 145D1

###Answer:
'WCOM 145D1'"
2513,823,"###User:
Prerequisite: ENTO 380, Entrance Placement Test (EPT), or Permission of the Director

###Answer:
'ENTO 380'"
2514,9,"###User:
Prerequisites: PSYC 474, PSYC 508

###Answer:
['&', 'PSYC 474', 'PSYC 508']"
2515,1325,"###User:
Corequisite: SENT 452

###Answer:
'SENT 452'"
2516,3087,"###User:
Prerequisite: CEGL 530. Familiarity with vector geometry or Corequisite: CEGL 570

###Answer:
['&', 'CEGL 530', 'CEGL 570']"
2517,129,"###User:
Prerequisite: CCPA 352 or 584 or 137 or 221 or 369 or permission of instructor

###Answer:
['|', 'CCPA 352', 'CCPA 584', 'CCPA 137', 'CCPA 221', 'CCPA 369']"
2518,4298,"###User:
Prerequisites: CENT 601 or permission of the instructor.

###Answer:
'CENT 601'"
2519,3647,"###User:
Prerequisite(s): ECON 727

###Answer:
'ECON 727'"
2520,2576,"###User:
Prerequisite: Successful completion of any Survey of Literature (FIGI 313, FIGI 307, FIGI 672, FIGI 142) or permission of the instructor.

###Answer:
['|', 'FIGI 313', 'FIGI 307', 'FIGI 672', 'FIGI 142']"
2521,265,"###User:
Prerequisites: HSED 580, HSED 306, PATH 770, PATH 356 or equivalents, or permission of the instructor.

###Answer:
['&', 'HSED 580', 'HSED 306', 'PATH 770', 'PATH 356']"
2522,795,"###User:
Corequisite(s): OCC1 403

###Answer:
'OCC1 403'"
2523,203,"###User:
Prerequisites: SCSD 556 and SCSD 278 or equivalent.

###Answer:
['&', 'SCSD 556', 'SCSD 278']"
2524,122,"###User:
Prerequisites: AFRI 129 or AFRI 242

###Answer:
['|', 'AFRI 129', 'AFRI 242']"
2525,411,"###User:
Prerequisite: OCCH 605 or OCCH 142 or other suitable laboratory course.

###Answer:
['|', 'OCCH 605', 'OCCH 142']"
2526,936,"###User:
Prerequisite(s): CCPA 179 or CCMA 792 or PSYC 131 or equivalent; and CCPA 647 or CCMA 383 or ITAL 343 or equivalent; or permission of instructor.

###Answer:
['&', ['|', 'CCPA 179', 'CCMA 792', 'PSYC 131'], ['|', 'CCPA 647', 'CCMA 383', 'ITAL 343']]"
2527,2036,"###User:
Prerequisites: MUMT 113 and two of MUMT 618, MUMT 139 or MUMT 133)

###Answer:
['&', 'MUMT 113', ['|', ['&', 'MUMT 618', 'MUMT 139'],['&', 'MUMT 618', 'MUMT 133'],['&', 'MUMT 139', 'MUMT 133']]]"
2528,3111,"###User:
Prerequisite(s): MUCO 758 or MUCO 789 or MUCO 413.

###Answer:
['|', 'MUCO 758', 'MUCO 789', 'MUCO 413']"
2529,545,"###User:
Prerequisite: MBA Core (MUSR 388, MUSR 411, MUSR 346, MUSR 660, and MUSR 368) or (MUSR 100, MUSR 796, MUSR 346, MUSR 328, MUSR 779, MUSR 255, MUSR 582, MUSR 368, MUSR 218, MUSR 742, MUSR 490, and MUSR 458).

###Answer:
['|', ['&', 'MUSR 388', 'MUSR 411', 'MUSR 346', 'MUSR 660', 'MUSR 368'], ['&', 'MUSR 100', 'MUSR 796', 'MUSR 346', 'MUSR 328', 'MUSR 779', 'MUSR 255', 'MUSR 582', 'MUSR 368', 'MUSR 218', 'MUSR 742', 'MUSR 490', 'MUSR 458']]"
2530,961,"###User:
Prerequisites: MUIT 376, MUIT 340 or equivalent, URBP 460 or URBP 245, or permission of the instructor.

###Answer:
['&', ['|', 'MUIT 376', 'MUIT 340'],['|', 'URBP 460', 'URBP 245']]"
2531,4445,"###User:
Prerequisite: MUGS 208N1

###Answer:
'MUGS 208N1'"
2532,2406,"###User:
Prerequisite(s): (AEBI 130 OR AEBI 775 OR Instructor's approval) AND (SENT 130 OR SENT 418 OR Instructor's approval)

###Answer:
['&', ['|', 'AEBI 130', 'AEBI 775'], ['|', 'SENT 130', 'SENT 418']]"
2533,2991,"###User:
Prerequisite: CENG 672D1

###Answer:
'CENG 672D1'"
2534,839,"###User:
Corequisite(s): MDST 580

###Answer:
'MDST 580'"
2535,976,"###User:
Prerequisites: INSY 299, or permission of the instructor.

###Answer:
'INSY 299'"
2536,71,"###User:
Prerequisites: CHEM 536 and permission of the instructor

###Answer:
'CHEM 536'"
2537,4686,"###User:
Prerequisite: FMT4 689D1

###Answer:
'FMT4 689D1'"
2538,3534,"###User:
Prerequisite: POLI 121D1

###Answer:
'POLI 121D1'"
2539,4633,"###User:
Prerequisite: EDPE 271

###Answer:
'EDPE 271'"
2540,1858,"###User:
Prerequisite: FMTP 466D1

###Answer:
'FMTP 466D1'"
2541,33,"###User:
Prerequisites: (EDLE 791 OR EDLE 259 OR Instructor's approval) AND (BUSA 791 OR BUSA 483 OR Instructor's approval)

###Answer:
['&', ['|', 'EDLE 791', 'EDLE 259'], ['|', 'BUSA 791', 'BUSA 483']]"
2542,2314,"###User:
Prerequisite: EDFM 436

###Answer:
'EDFM 436'"
2543,1357,"###User:
Prerequisite: PSYT 524

###Answer:
'PSYT 524'"
2544,40,"###User:
Prerequisite(s): MUJZ 128 or LLCU 128

###Answer:
['|', 'MUJZ 128', 'LLCU 128']"
2545,2937,"###User:
Prerequisite: MUEN 228 or placement test or permission of the instructor.

###Answer:
'MUEN 228'"
2546,3765,"###User:
Prerequisite: PUB2 747 (or equivalent).

###Answer:
'PUB2 747'"
2547,38,"###User:
Corequisite(s): SENT 484, SENT 616 and SENT 243.

###Answer:
['&', 'SENT 484', 'SENT 616', 'SENT 243']"
2548,1803,"###User:
Prerequisite: EDPI 664

###Answer:
'EDPI 664'"
2549,4689,"###User:
Prerequisite: RADD 515 or permission of instructor.

###Answer:
'RADD 515'"
2550,363,"###User:
Prerequisites: FIGE 422 or FIGE 509; FIGE 244 or FIGE 653 plus either FIGE 186 or INDG357/BREE357

###Answer:
['&', ['|', 'FIGE 422', 'FIGE 509'], ['|', 'FIGE 244', 'FIGE 653'], ['|', 'FIGE 186', 'INDG 357', 'BREE 357']]"
2551,3244,"###User:
Prerequisites: UQAC 260D1, (INTG 408 or CMIS 408) and UQAC 128.

###Answer:
['&', 'UQAC 260D1', ['|', 'INTG 408', 'CMIS 408'], 'UQAC 128']"
2552,251,"###User:
Prerequisites: CORG 129 and CORG 775, and one of SOCI 355 or SOCI 114 or SOCI 227, or a HSELP DEC in Science, or permission of instructor.

###Answer:
['&', 'CORG 129', 'CORG 775', ['|', 'SOCI 355', 'SOCI 114', 'SOCI 227']]"
2553,4178,"###User:
Corequisite: MUPD 616 or higher level calculus course.

###Answer:
'MUPD 616'"
2554,2584,"###User:
Prerequisites: Successful completion of one of the Survey of Literature courses (ARTH 605, ARTH 308, ARTH 636, ARTH 160), or permission of the instructor.

###Answer:
['|', 'ARTH 605', 'ARTH 308', 'ARTH 636', 'ARTH 160']"
2555,4231,"###User:
Prerequisite: CPRL 521 or permission of the instructor

###Answer:
'CPRL 521'"
2556,1461,"###User:
Prerequisite: SCSD 291J2

###Answer:
'SCSD 291J2'"
2557,3310,"###User:
Prerequisite: PSYT 262

###Answer:
'PSYT 262'"
2558,3279,"###User:
Prerequisites (Undergraduate): CMPL 182 and EDPC 783 / EDPC 232 or permission of instructor

###Answer:
['&', 'CMPL 182', ['|', 'EDPC 783', 'EDPC 232']]"
2559,1051,"###User:
Prerequisite: PSYT 571

###Answer:
'PSYT 571'"
2560,3172,"###User:
Prerequisite (Undergraduate): MUEN 108 and MUEN 395 or equivalent

###Answer:
['&', 'MUEN 108', 'MUEN 395']"
2561,2439,"###User:
Prerequisite: Successful completion of FDSC 145 and a SWRK of at least 3.0, or permission of the instructor.

###Answer:
'FDSC 145'"
2562,189,"###User:
Prerequisites: MATH 319 and MATH 608

###Answer:
['&', 'MATH 319', 'MATH 608']"
2563,2290,"###User:
Prerequisite: AECH 655 and written approval from student Supervisor submitted to the course coordinator

###Answer:
'AECH 655'"
2564,3884,"###User:
Corequisite: MUHL 275

###Answer:
'MUHL 275'"
2565,4731,"###User:
Prerequisite:  ARCH 441D1

###Answer:
'ARCH 441D1'"
2566,1025,"###User:
Prerequisites: MICR 256 and MICR 424/MICR 596 (formerly MICR 582).

###Answer:
['&', 'MICR 256', ['|', 'MICR 424', 'MICR 596']]"
2567,3634,"###User:
Prerequisite: AEBI 725. Open to non-jazz majors, space permitting, but not for elective credit in B.Mus. or Artist Diploma programs 

###Answer:
'AEBI 725'"
2568,112,"###User:
Prerequisites: PLAI 118 or PLAI 252 or permission of instructor

###Answer:
['|', 'PLAI 118', 'PLAI 252']"
2569,555,"###User:
Prerequisite: MUPD 331J1

###Answer:
'MUPD 331J1'"
2570,3226,"###User:
Prerequisite: FREN 143.

###Answer:
'FREN 143'"
2571,3596,"###User:
Prerequisite: MUIT 652

###Answer:
'MUIT 652'"
2572,1773,"###User:
Prerequisite: EDIN 175D1

###Answer:
'EDIN 175D1'"
2573,2481,"###User:
Prerequisite: FIGN 476D1

###Answer:
'FIGN 476D1'"
2574,1721,"###User:
Prerequisite: EAST 203

###Answer:
'EAST 203'"
2575,149,"###User:
Prerequisites: CPAC 516 OR CPAC 415 OR CPAC 429 OR CPAC 231 OR permission of the instructor.

###Answer:
['|', 'CPAC 516', 'CPAC 415', 'CPAC 429', 'CPAC 231']"
2576,4084,"###User:
Prerequisites: SOCI 206, or permission of the instructor.

###Answer:
'SOCI 206'"
2577,3370,"###User:
Prerequisites ANSC 479, ANSC582, ANSC 615, ANSC 115, INSY 677, PPOL 172

###Answer:
['&', 'ANSC 479', 'ANSC 582', 'ANSC 615', 'ANSC 115', 'INSY 677', 'PPOL 172']"
2578,3928,"###User:
Prerequisite: QLSC 202

###Answer:
'QLSC 202'"
2579,2251,"###User:
Prerequisite: PUB3 590D1

###Answer:
'PUB3 590D1'"
2580,735,"###User:
Prerequisite: BIOE 307 or Entrance Placement Test or Permission of the Director

###Answer:
'BIOE 307'"
2581,2582,"###User:
Prerequisites: Successful completion of one of the Survey of Literature courses (EDPD 712, EDPD 734, EDPD 104, EDPD 228), or permission of the instructor.

###Answer:
['|', 'EDPD 712', 'EDPD 734', 'EDPD 104', 'EDPD 228']"
2582,4692,"###User:
Prerequisite(s): MUSP 251

###Answer:
'MUSP 251'"
2583,4052,"###User:
Prerequisite: ARTH 312 

###Answer:
'ARTH 312'"
2584,2947,"###User:
Prerequisite: LIBA 799D1

###Answer:
'LIBA 799D1'"
2585,4190,"###User:
Prerequisite: MGSCP physics or COMP 425.

###Answer:
'COMP 425'"
2586,532,"###User:
Corequisite: MPMC 592

###Answer:
'MPMC 592'"
2587,3309,"###User:
Prerequisites: ENVR 120

###Answer:
'ENVR 120'"
2588,2580,"###User:
Prerequisites: Successful completion of one of the Survey of Literature courses (CPAC 456, CPAC 103, CPAC 231, CPAC 108), or permission of the instructor

###Answer:
['|', 'CPAC 456', 'CPAC 103', 'CPAC 231', 'CPAC 108']"
2589,65,"###User:
Prerequisites: FAES 613 or FAES 565 or equivalent 

###Answer:
['|', 'FAES 613', 'FAES 565']"
2590,4469,"###User:
Prerequisites: MIMM 444 or equivalent as authorized by instructor 

###Answer:
'MIMM 444'"
2591,987,"###User:
Prerequisite/corequisites: HSED 504 and HSED 504. Advanced laboratory for Chemistry Honours and Majors students.

###Answer:
['&', 'HSED 504', 'HSED 504']"
2592,598,"###User:
Prerequisite(s):EPIB 145 or equivalent with permission of instructor.                       EPIB 661 or equivalent with permission of instructor.                        EPIB 107 or equivalent with permission of instructor.

###Answer:
['&', 'EPIB 145', 'EPIB 661', 'EPIB 107']"
2593,2418,"###User:
Prerequisites: French placement test or instructor's recommendation or MICR 636, MICR 457.

###Answer:
['&', 'MICR 636', 'MICR 457']"
2594,310,"###User:
Prerequisite(s): ANAE 701 or permission of instructor.

###Answer:
'ANAE 701'"
2595,1005,"###User:
Prerequisite(s): MIMM 524 or equivalent and MIMM 676 or INDR 215 or equivalent, and QCST 331 or QCST 240 or equivalent.

###Answer:
['&', 'MIMM 524', ['|', 'MIMM 676', 'INDR 215'], ['|', 'QCST 331', 'QCST 240']]"
2596,133,"###User:
Prerequisite: NUTR 245, or NUTR 299, or NUTR 433, or NUTR 282, or NUTR 164, or permission of the instructor.

###Answer:
['|', 'NUTR 245', 'NUTR 299', 'NUTR 433', 'NUTR 282', 'NUTR 164']"
2597,2574,"###User:
Prerequisite: Successful completion of any Survey of Literature (IMED 770, IMED 241, IMED 538, IMED 224) or permission of the instructor

###Answer:
['|', 'IMED 770', 'IMED 241', 'IMED 538', 'IMED 224']"
2598,3181,"###User:
Prerequisites: HPSC 664 (or HPSC 249), HPSC 605.

###Answer:
['&', ['|', 'HPSC 664', 'HPSC 249'], 'HPSC 605']"
2599,4193,"###User:
Corequisite: ISLA 450

###Answer:
'ISLA 450'"
2600,2309,"###User:
Prerequisites: FIGS 528 and permission of Faculty.

###Answer:
'FIGS 528'"
2601,1111,"###User:
Prerequisite: MUGT 536 or permission of the instructor.

###Answer:
'MUGT 536'"
2602,4573,"###User:
Prerequisite: ATOC 575 or equivalent 

###Answer:
'ATOC 575'"
2603,4010,"###User:
Prerequisite: EDPS 494

###Answer:
'EDPS 494'"
2604,117,"###User:
Prerequisites: NRSC 317 or MUIT 588 or JWST 311 or Permission of Instructor

###Answer:
['|', 'NRSC 317', 'MUIT 588', 'JWST 311']"
2605,162,"###User:
Prerequisites: IDFC 119, IDFC 702 or IDFC 489, or permission of the instructor.

###Answer:
['|', 'IDFC 119', 'IDFC 702', 'IDFC 489']"
2606,512,"###User:
Prerequisite: IPEA 188D1

###Answer:
'IPEA 188D1'"
2607,877,"###User:
Prerequisite: HISP 364 or Entrance Placement Test or Permission of the Director

###Answer:
'HISP 364'"
2608,1209,"###User:
Prerequisite: CPAG 121D1

###Answer:
'CPAG 121D1'"
2609,3879,"###User:
Prerequisite(s): EDEE 282

###Answer:
'EDEE 282'"
2610,147,"###User:
Prerequisites: MGPO 562, or MGPO 108, or ANAT 394, or permission of the instructor.

###Answer:
['|', 'MGPO 562', 'MGPO 108', 'ANAT 394']"
2611,932,"###User:
Prerequisite(s): EDKP 291

###Answer:
'EDKP 291'"
2612,279,"###User:
Prerequisite: BINF 674N1

###Answer:
'BINF 674N1'"
2613,2583,"###User:
Prerequisite: Successful completion of any Survey of Literature (ATOC 795, ATOC 571, ATOC 742, ATOC 722) or permission of the instructor.  Note: Course taught in Spanish.

###Answer:
['|', 'ATOC 795', 'ATOC 571', 'ATOC 742', 'ATOC 722']"
2614,864,"###User:
Prerequisite: LSCI 581

###Answer:
'LSCI 581'"
2615,180,"###User:
Prerequisite: PHYS 267N1

###Answer:
'PHYS 267N1'"
2616,1425,"###User:
Prerequisite: POLI 449D1

###Answer:
'POLI 449D1'"
