index,course,req_type,requisite,object_tree,json_tree
3374,"MIME467",1,"Prerequisites: MATH 263 and MIME 261","[]","{}"
3376,"MIME473",1,"Prerequisite(s): MIME 209 and MIME 261, or permission of instructor.","[]","{}"
3379,"MIME494",1,"Prerequisites: MIME 419, MPMC 328 and MPMC 421","[]","{}"
3381,"MIME512",1,"Prerequisites: MIME 261 and MIME 352 or permission of instructor.","[]","{}"
3382,"MIME514",1,"Prerequisite: FACC 300 and MIME 341, or permission of the instructor.","[]","{}"
3383,"MIME515",1,"Prerequisites: (CHEM 233 and MIME 261 and MIME 317) or (CHEE 310 and CHEE 380) or permission of instructor","[]","{}"
3384,"MIME522",1,"Prerequisites: COMP 208 or equivalent, MIME 209 or equivalent","[]","{}"
3386,"MIME529",1,"Prerequisites: COMP 208, ECSE 209, MIME 322 and MIME 333, or permission of the instructor.","[]","{}"
3390,"MIME558",1,"Prerequisite: MIME 260 or MIME 261 and MIME 362 or equivalent or permission of instructor","[]","{}"
3391,"MIME559",1,"Prerequisites: MIME 360 and MIME 362, or permission of instructor","[]","{}"
3392,"MIME560",1,"Prerequisites: MIME 250 and MIME 360","[]","{}"
3395,"MIME565",1,"Prerequisites: MIME 260 or MIME 261 or permission of instructor","[]","{}"
3396,"MIME567",1,"Prerequisites: MATH 263, MATH 264 and MIME 261","[]","{}"
3399,"MIME570",1,"Prerequisite: MIME 467 or ECSE 330 or equivalent, or permission of instructor","[]","{}"
3435,"MIME776D2",1,"Prerequisite: MIME 702 and MIME 776D1","[]","{}"
3437,"MIME776N2",1,"Prerequisite: MIME 702 and MIME 776N1","[]","{}"
3441,"MIMM214",2,"Corequisite: BIOL 201 or ANAT 212/BIOC 212","[]","{}"
3444,"MIMM324",1,"Prerequisites: MIMM 211, BIOL 200, BIOL 201 or BIOC 212 ","[]","{}"
3445,"MIMM384",1,"Prerequisite(s): MIMM 211 and  MIMM 212","[]","{}"
3446,"MIMM384",2,"Corequisite(s): MIMM 323 and MIMM 324","[]","{}"
3447,"MIMM385",1,"Prerequisite(s): MIMM 211, MIMM 212, MIMM 214 (MIMM 384 highly recommended).","[]","{}"
3449,"MIMM390",1,"Prerequisites: MIMM 211, MIMM 212, BIOL 200","[]","{}"
3450,"MIMM390",2,"Corequisites: MIMM 323, MIMM 324, MIMM 384","[]","{}"
3451,"MIMM391",1,"Prerequisites: MIMM 211, MIMM 212, BIOL 200","[]","{}"
3452,"MIMM391",2,"Corequisites: MIMM 323, MIMM 324, MIMM 384","[]","{}"
3453,"MIMM413",1,"Prerequisite: MIMM 314 or equivalent - ANAT 261 is strongly recommended","[]","{}"
3455,"MIMM465",1,"Prerequisites: MIMM 211, MIMM 314, MIMM 323, or the permission of the instructor","[]","{}"
3456,"MIMM466",1,"Prerequisites: MIMM 211, MIMM 324, MIMM 314","[]","{}"
3457,"MIMM496D1",1,"Prerequisite(s): MIMM 212, MIMM 384, MIMM 385","[]","{}"
3458,"MIMM496D2",1,"Prerequisite(s): MIMM 496D1, MIMM 212, MIMM 384, MIMM 385","[]","{}"
3459,"MIMM497D1",1,"Prerequisites: MIMM 212, MIMM 384, MIMM 385","[]","{}"
3460,"MIMM497D2",1,"Prerequisites: MIMM 497D1, MIMM 212, MIMM 384, MIMM 385","[]","{}"
3461,"MIMM498",1,"Prerequisite(s): MIMM 314, MIMM 323, MIMM 324 and MIMM 386.","[]","{}"
3462,"MIMM499",1,"Prerequisites: MIMM 314, MIMM 323, MIMM 324 and MIMM 386.","[]","{}"
3466,"MIMM509",2,"Corequisite: PHGY 513 or MIMM 414","[]","{}"
3477,"MRKT451",1,"Prerequisites: MGCR 352 and MGCR 271","[]","{}"
3483,"MRKT483",1,"Prerequisites: MGCR 382 and MGCR 352","[]","{}"
3485,"MRKT671",1,"Prerequisite(s): (INSY 660 OR INSY 662 OR Instructor's approval) AND (MGSC 660 OR MGSC 661 OR Instructor's approval)","[]","{}"
3486,"MRKT672",1,"Prerequisite(s): (INSY 660 OR INSY 662 OR Instructor's approval) AND (MGSC 660 OR MGSC 661 OR Instructor's approval)","[]","{}"
3487,"MRKT673",1,"Prerequisite(s): (INSY 660 OR INSY 662 OR Instructor's approval) AND (MGSC 660 OR MGSC 661 OR Instructor's approval)","[]","{}"
3488,"MRKT674",1,"Prerequisite(s): (INSY 660 OR INSY 662 OR Instructor's approval) AND (MGSC 660 OR MGSC 661 OR Instructor's approval)","[]","{}"
3489,"MRKT696",1,"Prerequisite(s): (INSY 660 OR INSY 662 OR Instructor's approval) AND (MGSC 660 OR MGSC 661 OR Instructor's approval)","[]","{}"
3492,"MUAR382",1,"Prerequisite: MUAR 201 or MUAR 211 or permission of instructor","[]","{}"
3493,"MUAR384",1,"Prerequisite: MUAR 201 or MUAR 211 or permission of instructor","[]","{}"
3494,"MUAR385",1,"Prerequisite: MUAR 201 or MUAR 211 ","[]","{}"
3495,"MUAR387",1,"Prerequisite: MUAR 201 or MUAR 211","[]","{}"
3496,"MUAR389",1,"Prerequisite: MUAR 201 or MUAR 211 ","[]","{}"
3497,"MUAR393",1,"Prerequisite: MUAR 201 or MUAR 211 or permission of instructor.","[]","{}"
3498,"MUAR399",1,"Prerequisite: MUAR 201 or MUAR 211 or permission of instructor.","[]","{}"
3499,"MUCO230",1,"Prerequisites: MUTH 150, MUTH 151, MUSP 140, MUSP 141, MUCO 260","[]","{}"
3500,"MUCO241",1,"Prerequisite(s): MUTH 150 and MUSP 140","[]","{}"
3503,"MUCO245",1,"Prerequisite(s): MUTH 150 and MUSP 141.","[]","{}"
3504,"MUCO245",2,"Corequisite(s): MUSP 170 and MUSP 240.","[]","{}"
3506,"MUCO246",2,"Corequisite(s): MUSP 171 and MUSP 241.","[]","{}"
3507,"MUCO260",1,"Prerequisite: MUTH 150 or MUTH 111 or MUJZ 160","[]","{}"
3508,"MUCO261",1,"Prerequisites: MUTH 150 and MUSP 140.","[]","{}"
3510,"MUCO340D1",1,"Prerequisite: MUCO 245D1/D2 and MUCO 246.","[]","{}"
3512,"MUCO341",1,"Prerequisite: MUCO 246 or MUCO 230","[]","{}"
3515,"MUCO373",1,"Prerequisites: MUHL 184, MUHL 185, MUTH 211 or MUCO 240D1/D2, MUSP 231; or MUHL 186, MUHL 286, MUTH 250 or MUCO 240D1/D2, MUSP 241","[]","{}"
3516,"MUCO374",1,"Prerequisites: MUHL 184, MUHL 185, MUTH 211 or MUCO 240D1/D2, MUSP 231; or MUHL 186, MUHL 286, MUTH 250 or MUCO 240D1/D2, MUSP 241","[]","{}"
3519,"MUCO460",1,"Prerequisite: MUCO 240 and MUCO 261; or MUCO 360","[]","{}"
3520,"MUCO462",1,"Prerequisite: MUCO 340D1/D2 or MUTH 350","[]","{}"
3527,"MUCT235",2,"Corequisites: MUTH 110 or MUTH 111 AND MUSP 129 or MUSP 131 AND MUHL 184 or MUHL 185; or MUTH 151 AND MUSP 140 or MUSP 141 AND MUHL 186 or MUHL 286","[]","{}"
3528,"MUCT315",1,"Prerequisites: MUTH 211, MUSP 229, MUCT 235 and MUGT 215; or MUTH 250, MUSP 240, MUCT 235 and MUGT 215; or permission of instructor","[]","{}"
3538,"MUGT215",1,"Prerequisites: MUTH 110, MUTH 111, MUSP 129; or MUTH 150, MUSP 140","[]","{}"
3539,"MUGT305",1,"Prerequisites: MUTH 210 and MUSP 229; or MUTH 150, MUSP 140","[]","{}"
3540,"MUGT358",1,"Prerequisite: MUTH 210 and MUSP 131; or MUTH 151 and MUSP 141","[]","{}"
3541,"MUGT401",1,"Prerequisites: MUSP 141 and MUTH 250","[]","{}"
3542,"MUHL286",1,"Prerequisite: MUHL 186 or MUJZ 187","[]","{}"
3544,"MUHL314",2,"Corequisites: MUTH 250 or MUCO 241, AND MUSP 241 or MUJZ 214","[]","{}"
3546,"MUHL330",2,"Corequisites: MUTH 250 or MUCO 241, AND MUSP 241 or MUJZ 214.","[]","{}"
3548,"MUHL362",2,"Corequisites: MUTH 250 or MUCO 241, AND MUSP 241 or MUJZ 214","[]","{}"
3550,"MUHL375",2,"Corequisites: MUTH 250 or MUCO 241, AND MUSP 241 or MUJZ 214","[]","{}"
3552,"MUHL377",2,"Corequisites: MUTH 250 or MUCO 241, AND MUSP 241 or MUJZ 214","[]","{}"
3554,"MUHL380",2,"Corequisites: MUTH 250 or MUCO 241, AND MUSP 241 or MUJZ 214","[]","{}"
3556,"MUHL381",2,"Corequisites: MUTH 250 or MUCO 241 AND MUSP 241 or MUJZ 214","[]","{}"
3558,"MUHL382",2,"Corequisites: MUTH 250 or MUCO 241, AND MUSP 241 or MUJZ 214","[]","{}"
3560,"MUHL383",2,"Corequisites: MUTH 250 or MUCO 241, AND MUSP 241 or MUJZ 214","[]","{}"
3562,"MUHL384",2,"Corequisites: MUTH 250 or MUCO 241, AND MUSP 241 or MUJZ 214","[]","{}"
3564,"MUHL385",2,"Corequisites: MUTH 250 or MUCO 241, AND MUSP 241 or MUJZ 214","[]","{}"
3566,"MUHL387",2,"Corequisites: MUTH 250 or MUCO 241, AND MUSP 241 or MUJZ 214","[]","{}"
3568,"MUHL388",2,"Corequisites: MUTH 250 or MUCO 241, AND MUSP 241 or MUJZ 214","[]","{}"
3570,"MUHL389",2,"Corequisites: MUTH 250 or MUCO 241, AND MUSP 241 or MUJZ 214","[]","{}"
3572,"MUHL390",2,"Corequisites: MUTH 250 or MUCO 241, AND MUSP 241 or MUJZ 214","[]","{}"
3574,"MUHL391",2,"Corequisites: MUTH 250 or MUCO 241, AND MUSP 241 or MUJZ 214","[]","{}"
3576,"MUHL392",2,"Corequisites: MUTH 250 or MUCO 241, AND MUSP 241 or MUJZ 214","[]","{}"
3578,"MUHL393",2,"Corequisites: MUTH 250 or MUCO 241, AND MUSP 241 or MUJZ 214","[]","{}"
3580,"MUHL395",2,"Corequisites: MUTH 250 or MUCO 241, AND MUSP 241 or MUJZ 214","[]","{}"
3582,"MUHL396",2,"Corequisites: MUTH 250 or MUCO 241, AND MUSP 241 or MUJZ 214","[]","{}"
3583,"MUHL475",1,"Prerequisites: MUHL 184 and MUHL 185 and MUTH 211 OR MUCO 240D1/D2 and MUSP 231 OR MUHL 286 and MUTH 250 and MUSP 241","[]","{}"
3585,"MUHL529",2,"Corequisite(s): MUTH 250 or MUCO 241, AND MUSP 241 or MUJZ 214","[]","{}"
3586,"MUHL590",1,"Prerequisite: One 300-level MUHL course or RELG 322 or RELG 323 or permission of the instructor","[]","{}"
3588,"MUHL591D1",2,"Corequisites: MUTH 250 or MUCO 241, AND MUSP 241 or MUJZ 214","[]","{}"
3626,"MUIT201",2,"Corequisites: MUSP 140 or MUSP 141 AND MUTH 150.","[]","{}"
3627,"MUIT202",2,"Corequisites: MUSP 140 or MUSP 141 AND MUTH 150.","[]","{}"
3628,"MUIT203",2,"Corequisites: MUSP 140 or MUSP 141 AND MUTH 150.","[]","{}"
3629,"MUIT204",2,"Corequisites: MUSP 140 or MUSP 141 AND MUTH 150.","[]","{}"
3630,"MUIT250",2,"Corequisites: MUSP 140 or MUSP 141 AND MUTH 150.","[]","{}"
3631,"MUIT302",1,"Prerequisites: MUIT 202, MUIT 203.","[]","{}"
3632,"MUIT315",1,"Prerequisites: MUGT 215, MUIT 201, 202, MUIT 203, MUIT 204, or MUIT 250, or permission of instructor.","[]","{}"
3633,"MUIT356",2,"Corequisite (s): MUGT 215, MUIT 202, MUIT 203, MUIT 204 and MUIT 201 or MUIT 250, or permission of the instructor","[]","{}"
3636,"MUJZ213",1,"Prerequisite(s): MUSP 124 or MUSP 141, and MUJZ 161","[]","{}"
3644,"MUJZ323",1,"Prerequisite(s): MUJZ 214 or MUSP 241.","[]","{}"
3657,"MUJZ493",1,"Prerequisites: MUJZ 187, MUJZ 224.","[]","{}"
3663,"MUMT501",1,"Prerequisite: MUMT 307 and MATH 133 or equivalent","[]","{}"
3668,"MUPD560",1,"Prerequisites: MUHL 286 and one 300-level MUHL or MUPP course","[]","{}"
3672,"MUPG315D1",1,"Prerequisites: MUTH 250, MUSP 240, MUCO 260, MUGT 215, and permission of instructor.","[]","{}"
3684,"MUPG541",1,"Prerequisite(s): MUIN 382 or MUIN 352, and 4 semesters of Basic Ensemble.","[]","{}"
3686,"MUPG572D1",1,"Prerequisite(s): MUPG 571 or MUJZ 224","[]","{}"
3707,"MUSP123",2,"Corequisites: MUJZ 160, MUJZ 170","[]","{}"
3709,"MUSP124",2,"Corequisites: MUJZ 161, MUJZ 171","[]","{}"
3710,"MUSP140",2,"Corequisites: MUTH 150, MUSP 170","[]","{}"
3712,"MUSP141",2,"Corequisites: MUTH 151, MUSP 171","[]","{}"
3713,"MUSP170",2,"Corequisites: MUTH 150 and MUSP 140.","[]","{}"
3715,"MUSP171",2,"Corequisites: MUTH 111 and MUSP 131; or MUTH 151 and MUSP 141","[]","{}"
3728,"MUSP446",1,"Prerequisite: One of MUSP 324, 330, 335, 346, 350, 353, 354, 355, 381","[]","{}"
3729,"MUSP447",1,"Prerequisite: One of MUSP 324, 330, 335, 346, 350, 353, 354, 355, 381","[]","{}"
3733,"MUSR339",1,"Prerequisite: MUSR 232 (previously MUMT 232). Available as Arts/Science elective in B.Mus. programs.","[]","{}"
3740,"MUSR671D1",1,"Prerequisite: MUSR 670D1/D2 (formerly MUMT 670D1/D2).","[]","{}"
3745,"MUSR678",1,"Prerequisite: MUSR 668 (formerly MUMT 668).","[]","{}"
3746,"MUSR695",1,"Prerequisite: For Master's students: MUSR 670D1, MUSR 670D2 and MUSR 672D1, MUSR 672D2","[]","{}"
3748,"MUTH150",2,"Corequisites: MUSP 140 and MUSP 170","[]","{}"
3749,"MUTH151",2,"Corequisites: MUSP 141 and MUSP 171","[]","{}"
3750,"MUTH202",1,"Prerequisites: MUTH 211 or MUCO 240D1/D2 AND MUSP 231 and MUSP 171; or MUSP 140, MUSP 170, MUTH 150","[]","{}"
3751,"MUTH204",1,"Prerequisites: MUSP 141, MUSP 171, MUTH 151; or MUTH 211 or MUCO 240D1/D2 AND MUSP 231 and MUSP 171","[]","{}"
3756,"MUTH302",1,"Prerequisite: MUTH 202 or MUTH 301","[]","{}"
3757,"MUTH304",1,"Prerequisite: MUTH 204 or MUTH 303","[]","{}"
3761,"MUTH426",1,"Prerequisite: MUTH 250; or MUTH 211, MUHL 184","[]","{}"
3762,"MUTH475",1,"Prerequisites: MUTH 211 or MUCO 240D1/D2 or MUTH 250, and MUSP 231 or MUSP 241, and MUSP 171","[]","{}"
3768,"MUTH539",2,"Corequisite: One of: MUSP 324, MUSP 330, MUSP 335, MUSP 346, MUSP 350, MUSP 353, or MUSP 355.","[]","{}"
3769,"MUTH541",1,"Prerequisites: MUTH 250 or MUTH 251, and MUSP 171 and MUSP 241","[]","{}"
3772,"NEUR310",1,"Prerequisites or Corequisites: BIOL 201, or PHGY 209, or PHGY 210; and one of ANAT 321, ANAT 322, BIOL 306, PHGY 311.","[]","{}"
3773,"NEUR502",1,"Prerequisites: (MIMM 214 or MIMM 314 or MIMM 414 or PHGY 313) and (NSCI 200 or NSCI 201 or ANAT 321 or ANAT 323 or PHGY 314) or permission of instructor.","[]","{}"
3774,"NEUR550",1,"Prerequisite: BIOL 200, BIOL 201, BIOC 311, BIOC 312, PHGY 209, PHGY 210 or permission of instructor.","[]","{}"
3775,"NEUR604",1,"Prerequisites: NEUR 630, NEUR 631 or NEUR 610; and permission of instructor ","[]","{}"
3776,"NEUR630",1,"Prerequisites: BIOL 200 and BIOL 201 or equivalent; permission of instructor ","[]","{}"
3786,"NRSC405",2,"Corequisite(s): ANTH/GEOG 451, NRSC/BIOL 452","[]","{}"
3789,"NRSC621",1,"Prerequisites: ENVR 630, NRSC 620","[]","{}"
3790,"NRSC622D1",1,"Prerequisites: ENVR 630, NRSC 620","[]","{}"
3796,"NSCI200",1,"Prerequisites: BIOL 112, CHEM 110, CHEM 120, PHYS 101 or PHYS 131, and PHYS 102 or PHYS 142.  Pre-/Co-requisite BIOL 200, CHEM 212 or permission of instructor.","[]","{}"
3797,"NSCI201",1,"Prerequisite: NSCI 200 or PSYC 211 or permission of instructor.","[]","{}"
3798,"NSCI300",1,"Prerequisite: NSCI 200 and NSCI 201 or permission of instructor","[]","{}"
3799,"NSCI400D1",1,"Prerequisites: NSCI 200, 201, and 300","[]","{}"
3801,"NSCI400N1",1,"Prerequisites: NSCI 200, 201, and 300","[]","{}"
3803,"NSCI410",1,"Prerequisites: NSCI 200 and NSCI 201","[]","{}"
3804,"NSCI410D1",1,"Prerequisites: NSCI 200 and NSCI 201","[]","{}"
3806,"NSCI420",1,"Prerequisites: NSCI 200 and NSCI 201","[]","{}"
3807,"NSCI420D1",1,"Prerequisites: NSCI 200 and NSCI 201","[]","{}"
3809,"NSCI420N1",1,"Prerequisites: NSCI 200 and NSCI 201","[]","{}"
3811,"NSCI430D1",1,"Prerequisites: NSCI 200, NSCI 201, NSCI 300","[]","{}"
3812,"NSCI430D1",2,"Corequisites: NSCI 400D1, NSCI 400D2","[]","{}"
3814,"NSCI430D2",2,"Corequisites: NSCI 400D1, NSCI 400D2","[]","{}"
3815,"NUR1200",1,"Prerequisite: CHEM 212 or CHEM 232 or equivalent.","[]","{}"
3816,"NUR1209",1,"Prerequisite(s): BIOL 112, CHEM 110, CHEM 120, CHEM 212, PHYS 101, &amp; PHYS 102 or equivalent.","[]","{}"
3819,"NUR1224",1,"Prerequisites or corequisites: NUR1 209 &amp; NUR1 222","[]","{}"
3820,"NUR1224",2,"Corequisite(s): NUR1 230, NUR1 234, and NUR1 235","[]","{}"
3822,"NUR1225",2,"Corequisite(s): NUR1 231, NUR1 233, &amp; NUR1 236","[]","{}"
3823,"NUR1231",1,"Prerequisite/ co-requisites: NUR1 210, NUR1 311","[]","{}"
3824,"NUR1231",2,"Corequisites: NUR1 225, NUR1 233, NUR1 236","[]","{}"
3825,"NUR1233",1,"Prerequisites: NUR1 230, NUR1 234, NUR1 235","[]","{}"
3826,"NUR1233",2,"Corequisites:  IPEA 501, NUR1 225, NUR1 231 and NUR1 236","[]","{}"
3827,"NUR1234",2,"Corequisite(s): NUR1 224, NUR1 230, NUR1 235","[]","{}"
3828,"NUR1235",2,"Corequisite(s): NUR1 224, NUR1 230, NUR1 234","[]","{}"
3830,"NUR1236",2,"Corequisite(s): NUR1 225, NUR1 231, NUR1 233","[]","{}"
3831,"NUR1300",1,"Prerequisite(s): NUR1 209 and NUR1 210","[]","{}"
3836,"NUR1320",2,"Corequisite(s): IPEA 501, NUR1 327, NUR1 339","[]","{}"
3837,"NUR1322",1,"Prerequisite(s): NUR1 331 or NUR1 319","[]","{}"
3838,"NUR1323",1,"Prerequisite(s): NUR1 209, NUR1 210","[]","{}"
3841,"NUR1324",2,"Corequisite(s): IPEA 502 and NUR1 301","[]","{}"
3843,"NUR1325",2,"Corequisites: NUR1 323, NUR1 332, NUR1 336","[]","{}"
3845,"NUR1326",2,"Corequisite(s): NUR1 324, NUR1 333 or NUR1 431","[]","{}"
3847,"NUR1327",2,"Corequisites: NUR1 320 and NUR1 339","[]","{}"
3848,"NUR1329",1,"Prerequisite(s):  NUR1 209, NUR1 210, and NUR1 331 or NUR1 434 or NUR1 435","[]","{}"
3852,"NUR1332",2,"Corequisite(s): NUR1 325, NUR1 336, NUR1 323","[]","{}"
3857,"NUR1336",2,"Corequisite(s): NUR1 323, NUR1 332","[]","{}"
3860,"NUR1420",2,"Corequisite: NUR1 431 or NUR1 432","[]","{}"
3861,"NUR1421",2,"Corequisite(s): NUR1 431 or NUR1 432","[]","{}"
3864,"NUR1431",1,"Prerequisite(s): NUR1 326 and NUR1 332 or NUR1 327 and NUR1 434 or NUR1 435","[]","{}"
3865,"NUR1432",1,"Prerequisites for B.N. (Integrated) students: NUR1 327, NUR1 434 or NUR1 435","[]","{}"
3866,"NUR1434",1,"Prerequisite(s): NUR1 320, NUR1 327 and NUR1 339","[]","{}"
3867,"NUR1435",1,"Prerequisite(s): NUR1 320, NUR1 327 and NUR1 339","[]","{}"
3868,"NUR1529",1,"Prerequisite(s): NUR1 424, NUR1 431, NUR1 432","[]","{}"
3869,"NUR1530",1,"Prerequisite(s): NUR1 431 and NUR1 432","[]","{}"
3872,"NUR1548",1,"Prerequisites: NUR1 331 OR NUR2 511D1/D2","[]","{}"
3873,"NUR2209",1,"Prerequisites: BIOL 111, BIOL 112 CHEM 110, CHEM 120, CHEM 212 (or equivalents)","[]","{}"
3875,"NUR2510",2,"Corequisite(s): NUR2 513 and NUR2 517","[]","{}"
3876,"NUR2511",2,"Corequisite(s): NUR2 514 and NUR2 518","[]","{}"
3878,"NUR2513",2,"Corequisite(s): NUR2 510, NUR2 517, IPEA 500.","[]","{}"
3880,"NUR2514",2,"Corequisite(s): NUR2 511, NUR2 518 and IPEA 501","[]","{}"
3882,"NUR2517",2,"Corequisite(s): NUR2 510, NUR2 513 and IPEA 500.","[]","{}"
3883,"NUR2518",2,"Corequisite(s): NUR2 511, NUR2 514 and IPEA 501","[]","{}"
3885,"NUR2534",2,"Corequisite(s): NUR2 513, NUR2 510","[]","{}"
3886,"NUR2535",2,"Corequisites: NUR2 511, NUR2 514","[]","{}"
3894,"NUR2610",2,"Corequisite(s): NUR2 608 and IPEA 502","[]","{}"
3898,"NUR2619",2,"Corequisite(s): NUR2 616, NUR2 621","[]","{}"
3906,"NUR2636",1,"Prerequisite(s): NUR2 609 and NUR2 610 OR NUR2 617 and NUR2 618 Minimum Grade or Test Scores : B-","[]","{}"
3907,"NUR2637",1,"Prerequisite(s): NUR2 609, NUR2 610, NUR2 616","[]","{}"
3908,"NUR2638",1,"Prerequisite(s): NUR2 616 (DE students) or NUR2 636 (GHDE students)","[]","{}"
3910,"NUR2640",1,"Prerequisites: PHGY 209, PHGY 210; PATH 300; PHAR 300; or permission of instructor.","[]","{}"
3911,"NUR2641",1,"Prerequisites: NUR2 639, NUR2 667","[]","{}"
3912,"NUR2648",1,"Prerequisites: NUR2 677, NUR2 678","[]","{}"
3915,"NUR2655",1,"Prerequisites: NUR2 647, NUR2 693 and NUR2 694","[]","{}"
3916,"NUR2656",1,"Prerequisites: NUR2 647, NUR2 693 and NUR2 694","[]","{}"
3917,"NUR2657",1,"Prerequisites: NUR2 648, NUR2 688","[]","{}"
3919,"NUR2659",1,"Prerequisite: NUR2 639, NUR2 667","[]","{}"
3921,"NUR2662",1,"Prerequisites: NUR2 660 and NUR2 661; or permission of the instructor.","[]","{}"
3925,"NUR2668",1,"Prerequisites: NUR2 639, NUR2 667","[]","{}"
3926,"NUR2669",1,"Prerequisites: NUR2 641, NUR2 659, NUR2 668","[]","{}"
3929,"NUR2672",1,"Prerequisites: NUR2 670 and NUR2 671","[]","{}"
3934,"NUR2679",1,"Prerequisites: NUR2 669, NUR2 697","[]","{}"
3936,"NUR2687",1,"Prerequisites: NUR2 677, NUR2 678","[]","{}"
3942,"NUR2693",1,"Prerequisites: NUR2 691 and NUR2 692","[]","{}"
3943,"NUR2694",1,"Prerequisites: NUR2 691 and NUR2 692","[]","{}"
3947,"NUR2780",1,"Prerequisite: NUR2 624, NUR2 625 or equivalent and permission of instructor","[]","{}"
3948,"NUR3628",1,"Prerequisites: NUR2 605 or NUR2 606 or NUR2 640 or permission of the instructor.","[]","{}"
3950,"NUR3668",1,"Prerequisites: NUR2 663, NUR3 665","[]","{}"
3951,"NUTR207",1,"Prerequisites: AEBI 122 or BIOL 112 or CEGEP equivalent OOXU","[]","{}"
3954,"NUTR209",1,"Prerequisite(s): All U0 math and science entrance requirements. All U1 required courses of the Dietetics major (ANSC 234, LSCI 211, LSCI 230, NUTR 207, NUTR 208, NUTR 214, NUTR 217, NUTR 322, NUTR 343 and NUTR 341).","[]","{}"
3956,"NUTR214",2,"Corequisite(s): LSCI 211 and NUTR 207","[]","{}"
3957,"NUTR217",1,"Prerequisite: NUTR 214 and NUTR 207","[]","{}"
3959,"NUTR307",2,"Corequisite(s): ANSC 323 or NUTR 207","[]","{}"
3960,"NUTR311",1,"Prerequisite(s): All U2 required courses: AEMA 310, NUTR 343, ANSC 323, ANSC 424, NUTR 307, NUTR 310, NUTR 337 (NUTR 342 or NUTR 446), NUTR 344, NUTR 345, NUTR 346.","[]","{}"
3961,"NUTR337",1,"Prerequisites: ANSC 234 or BIOC 311, and NUTR 307","[]","{}"
3963,"NUTR344",1,"Prerequisites: ANSC 234 or BIOC 311, and ANSC 323, and NUTR 307.","[]","{}"
3964,"NUTR344",2,"Corequisites: NUTR 337 and ANSC 424.","[]","{}"
3970,"NUTR408",2,"Corequisites: NUTR 409, IPEA 501, IPEA 502, IPEA 503","[]","{}"
3971,"NUTR409",1,"Prerequisites: NUTR 311, NUTR 342 or NUTR 446 , NUTR 450, NUTR 505, NUTR 545 and NUTR 546.","[]","{}"
3975,"NUTR438",1,"Prerequisites: NUTR 344 and NUTR 311","[]","{}"
3976,"NUTR450",1,"Prerequisites: AEMA 310 or BIOL 373, and NUTR 307","[]","{}"
3980,"NUTR503",1,"Prerequisites: Undergraduate Basic Biochemistry (ANSC 234 or BIOC 311), Undergraduate Mammalian Physiology (EDKP 395 or PHGY 210 or ANSC 323), Undergraduate Introductory Nutrition (EDKP 292 or NUTR 207 or NUTR 307).","[]","{}"
3983,"NUTR507",1,"Prerequisites: NUTR 307, NUTR 337, ANSC 234","[]","{}"
3988,"NUTR511",1,"Prerequisite: NUTR 337 and NUTR 344","[]","{}"
3989,"NUTR512",1,"Prerequisites (Undergraduate): FDSC 211 or LSCI 211 or BIOL 201 or BIOC 212","[]","{}"
3992,"NUTR537",1,"Prerequisites: NUTR 307, NUTR 337, ANSC 234, ANSC 424","[]","{}"
3993,"NUTR545",1,"Prerequisites: NUTR 337, NUTR 344 and ANSC 424","[]","{}"
3994,"NUTR546",1,"Prerequisite(s): NUTR 337, NUTR 344 and ANSC 424","[]","{}"
3995,"NUTR551",1,"Prerequisites: NUTR 337, AEMA 310 or another undergraduate-level statistics course.","[]","{}"
3997,"NUTR604",1,"Prerequisites: at least one 500 or 600-level course in nutritional biochemistry, e.g., ANSC 551, ANSC 552, ANSC 634, and permission of instructor.","[]","{}"
3998,"NUTR607",1,"Prerequisites: NUTR 545, NUTR 546","[]","{}"
3999,"NUTR607",2,"Corequisites: IPEA 501, IPEA 502, IPEA 503","[]","{}"
4000,"NUTR611",1,"Prerequisite(s): NUTR 344, (NUTR 513 or NUTR 603)","[]","{}"
4001,"NUTR612",1,"Prerequisite(s): (NUTR 513 or NUTR 603), NUTR 515, NUTR 611","[]","{}"
4002,"NUTR613",1,"Prerequisite(s): (NUTR 513 or NUTR 603), NUTR 515, NUTR 611","[]","{}"
4003,"NUTR614",1,"Prerequisite(s): (NUTR 513 or NUTR 603), NUTR 515, NUTR 611","[]","{}"
4004,"NUTR615",1,"Prerequisite(s): (NUTR 513 or NUTR 603),  NUTR 515, NUTR 611","[]","{}"
4006,"NUTR625",1,"Prerequisites: NUTR 695, NUTR 696","[]","{}"
4007,"NUTR626",2,"Corequisite(s): NUTR 625 NUTR 695","[]","{}"
4008,"NUTR651",1,"Prerequisite: NUTR 606, NUTR 695 Can also be taken as corequisites.","[]","{}"
4017,"NUTR660",1,"Prerequisite: NUTR 629 or NUTR 654 or NUTR 658","[]","{}"
4027,"OCC1443",1,"Prerequisite(s): OCC1 245 &amp; POTH 250","[]","{}"
4028,"OCC1450",1,"Prerequisite(s): OCC1 245 &amp; POTH 250","[]","{}"
4030,"OCC1501",1,"Prerequisites: OCC1 545, OCC1 546, OCC1 547, OCC1 548, OCC1 549, OCC1 550, OCC1 551","[]","{}"
4035,"OCC1600J3",1,"Prerequisite(s): OCC1 600J1, OCC1 600J2.","[]","{}"
4040,"OCC1626",1,"Prerequisites: OCC1 551, OCC1 618","[]","{}"
